University,Company,TotalScore,FreqScore,RecencyScore,DepthScore,IPCScore,DivScore,CitationCount,UniquePatents,LatestDate,MinDepth
주식회사 칩스앤미디어,한국전자통신연구원;칩스앤미디어,71.45,93.6,47.24,100.0,43.75,50,3,2,,1
주식회사 칩스앤미디어; 세종대학교,한국전자통신연구원,45.81,31.2,47.24,100.0,14.29,25,1,1,,1
주식회사 카나프테라퓨틱스,카나프테라퓨틱스; 한국화학연구원,58.67,31.2,47.24,100.0,100.0,25,1,1,,1
주식회사 케이디파워; 서울대학교,대영씨엔이; 재단법인강원테크노파크; 한국지질자원연구원; 하이리움산업,54.7,62.4,47.24,100.0,11.11,25,2,1,,1
주식회사 케이벨; 목원대학교,한국전자통신연구원,56.78,62.4,47.24,100.0,25.0,25,2,1,,1
주식회사 케이씨씨,한국과학기술연구원,69.08,100.0,47.24,100.0,31.82,25,7,1,,1
주식회사 케이씨씨,한국과학기술원,66.48,93.6,47.24,100.0,27.27,25,3,1,,1
주식회사 케이씨씨,한국기계연구원,64.89,93.6,47.24,100.0,16.67,25,3,1,,1
주식회사 케이씨씨; 연세대학교 미래,한국원자력연구원,53.03,62.4,47.24,100.0,0.0,25,2,1,,1
주식회사 케이씨이노베이션,한국화학연구원,54.53,62.4,47.24,100.0,10.0,25,2,1,,1
주식회사 케이씨이노베이션,케이씨이노베이션; 한국화학연구원,51.17,31.2,47.24,100.0,50.0,25,1,1,,1
주식회사 케이씨이노베이션,한국에너지기술연구원,47.42,31.2,47.24,100.0,25.0,25,1,1,,1
주식회사 케이티,한국과학기술원,73.06,100.0,47.24,100.0,25.0,75,6,3,,1
주식회사 케이티,한국전자통신연구원,72.49,100.0,47.24,100.0,4.55,100,13,6,,1
주식회사 케이티,울산과학기술원,63.89,93.6,47.24,100.0,10.0,25,3,1,,1
주식회사 케이티,한국과학기술연구원,60.53,62.4,47.24,100.0,50.0,25,2,1,,1
주식회사 케이티,광주과학기술원,53.03,62.4,47.24,100.0,0.0,25,2,1,,1
주식회사 케이티,한국과학기술원;파이버프로,43.67,31.2,47.24,100.0,0.0,25,1,1,,1
주식회사 케이티; 서울대학교,한국전자통신연구원,57.57,62.4,47.24,100.0,13.64,50,2,2,,1
주식회사 케이티; 연세대학교,한국과학기술연구원,65.56,100.0,47.24,100.0,8.33,25,4,1,,1
주식회사 케이티; 연세대학교,한국과학기술원,65.31,100.0,47.24,100.0,6.67,25,4,1,,1
주식회사 케이티; 연세대학교,재단법인대구경북과학기술원,59.7,62.4,47.24,100.0,44.44,25,2,1,,1
주식회사 케이티; 연세대학교,광주과학기술원,56.03,62.4,47.24,100.0,20.0,25,2,1,,1
주식회사 케이티; 인하대학교,한국과학기술연구원,66.89,93.6,47.24,100.0,30.0,25,3,1,,1
주식회사 케이티; 인하대학교,한국건설기술연구원,63.89,93.6,47.24,100.0,10.0,25,3,1,,1
주식회사 케이티; 인하대학교,한국전자통신연구원,60.53,62.4,47.24,100.0,50.0,25,2,1,,1
주식회사 케이티; 포항공과대학교,한국전자통신연구원,67.03,93.6,47.24,100.0,14.29,50,3,2,,1
주식회사 케이티; 포항공과대학교,한국과학기술연구원,46.67,31.2,47.24,100.0,20.0,25,1,1,,1
주식회사 코나솔,코나솔; 한국과학기술원,55.17,62.4,47.24,100.0,14.29,25,2,1,,1
주식회사 코듀크리에이티브; 서울과학기술대학교,한국기계연구원,46.4,31.2,47.24,100.0,18.18,25,1,1,,1
주식회사 코빅푸드; 세종대학교,한국식품연구원,63.75,93.6,47.24,100.0,9.09,25,3,1,,1
주식회사 코윈디에스티,한국과학기술원,55.34,62.4,47.24,100.0,15.38,25,2,1,,1
주식회사 코트라스; 계명대학교,한국전자통신연구원,43.67,31.2,47.24,100.0,0.0,25,1,1,,1
주식회사 콤슨테크놀러지; 을지대학교,한국기계연구원,48.67,31.2,47.24,100.0,33.33,25,1,1,,1
주식회사 퀀타매트릭스; 서울대학교,한국과학기술연구원,53.03,62.4,47.24,100.0,0.0,25,2,1,,1
주식회사 큐버; 한신대학교,한국과학기술원,63.64,93.6,47.24,100.0,8.33,25,3,1,,1
주식회사 큐브인; 경민대학교,한국건설기술연구원,63.22,93.6,47.24,100.0,5.56,25,3,1,,1
주식회사 클라리파이; 서울대학교,한국과학기술원,69.31,93.6,47.24,100.0,46.15,25,3,1,,1
주식회사 클라리파이; 서울대학교,한국과학기술연구원,54.7,62.4,47.24,100.0,11.11,25,2,1,,1
주식회사 테그웨이,한국과학기술연구원,69.31,100.0,47.24,100.0,33.33,25,4,1,,1
주식회사 테그웨이,한국과학기술원,65.72,93.6,47.24,100.0,22.22,25,3,1,,1
주식회사 테그웨이,한국전기연구원,45.54,31.2,47.24,100.0,12.5,25,1,1,,1
주식회사 테크로스홀딩스,테크로스; 한국과학기술연구원,70.08,100.0,47.24,100.0,38.46,25,6,1,,1
주식회사 토닥,토닥; 한국과학기술원,47.95,31.2,47.24,100.0,28.57,25,1,1,,1
주식회사 토리컴; 국립강릉원주대학교,한국화학연구원,64.06,93.6,47.24,100.0,11.11,25,3,1,,1
주식회사 토리컴; 한양대학교,한국지질자원연구원,71.39,93.6,47.24,100.0,60.0,25,3,1,,1
주식회사 토모큐브,토모큐브; 한국과학기술원,73.81,100.0,47.24,100.0,13.33,100,15,5,,1
주식회사 토모큐브,울산과학기술원,72.75,100.0,47.24,100.0,6.25,100,4,4,,1
주식회사 토모큐브,한국전자통신연구원,69.17,93.6,47.24,100.0,28.57,50,3,2,,1
주식회사 토모큐브,한국과학기술연구원,43.67,31.2,47.24,100.0,0.0,25,1,1,,1
주식회사 투그램시스템즈; 주식회사 지마린서비스; 동아대학교,한국과학기술원,46.17,31.2,47.24,100.0,16.67,25,1,1,,1
주식회사 티맥,티맥; 한국생명공학연구원,56.03,62.4,47.24,100.0,20.0,25,2,1,,1
주식회사 티앤알바이오팹; 포항공과대학교,재단법인대구경북과학기술원,49.67,31.2,47.24,100.0,40.0,25,1,1,,1
주식회사 티앤알바이오팹; 한국공학대학교,울산과학기술원,47.42,31.2,47.24,100.0,25.0,25,1,1,,1
주식회사 티앤알바이오팹; 한국공학대학교,재단법인대구경북과학기술원,47.08,31.2,47.24,100.0,22.73,25,1,1,,1
주식회사 티앤알바이오팹; 한국공학대학교,한국기계연구원,44.27,31.2,47.24,100.0,4.0,25,1,1,,1
주식회사 티에스테크,티에스테크; 한국건설기술연구원,47.95,31.2,47.24,100.0,28.57,25,1,1,,1
주식회사 티엔엔터테인먼트; 충남대학교,천보; 재단법인대구경북과학기술원,66.14,93.6,47.24,100.0,25.0,25,3,1,,1
주식회사 티푸스코리아; 청운대학교 인천캠퍼스,한국건설기술연구원;엔비텍이앤씨;엔에스테크닉스,63.03,62.4,47.24,100.0,66.67,25,2,1,,1
주식회사 퍼시스홀딩스; 한경국립대학교,재단법인대구경북과학기술원,55.34,62.4,47.24,100.0,15.38,25,2,1,,1
주식회사 퍼시스홀딩스; 한경국립대학교,한국과학기술연구원,50.1,31.2,47.24,100.0,42.86,25,1,1,,1
주식회사 페스텍,한국과학기술연구원,54.53,62.4,47.24,100.0,10.0,25,2,1,,1
주식회사 페스텍,한국건설기술연구원,47.0,31.2,47.24,100.0,22.22,25,1,1,,1
주식회사 포스코티엠씨,에스티아이씨앤디; 한국전기연구원,53.03,62.4,47.24,100.0,0.0,25,2,1,,1
주식회사 포엘,광주과학기술원,62.39,93.6,47.24,100.0,0.0,25,3,1,,1
주식회사 포이닉스,포이닉스; 한국건설기술연구원,70.76,100.0,47.24,100.0,26.32,50,5,2,,1
주식회사 포이닉스,한국건설기술연구원,48.08,31.2,47.24,100.0,29.41,25,1,1,,1
주식회사 풍산에프앤에스,한국과학기술원,65.02,100.0,47.24,100.0,4.76,25,4,1,,1
주식회사 풍산에프앤에스,한국건설기술연구원; 한국과학기술정보연구원,56.03,62.4,47.24,100.0,20.0,25,2,1,,1
주식회사 풍산에프앤에스,한국건설기술연구원,45.34,31.2,47.24,100.0,11.11,25,1,1,,1
주식회사 플라잉스타; 국립금오공과대학교,한국건설기술연구원;뷰메진,45.81,31.2,47.24,100.0,14.29,25,1,1,,1
주식회사 피앤아이; 세종대학교,한국기계연구원,58.67,31.2,47.24,100.0,100.0,25,1,1,,1
주식회사 피에스글로벌; 강원대학교,한국지질자원연구원,53.03,62.4,47.24,100.0,0.0,25,2,1,,1
주식회사 필더세임,한국과학기술원,55.53,62.4,47.24,100.0,16.67,25,2,1,,1
주식회사 필더세임,한국전기연구원,47.42,31.2,47.24,100.0,25.0,25,1,1,,1
주식회사 한국건우엔지니어링; 동국대학교,한국건설기술연구원;에스디씨컨스트룩;가온건설; 김윤기,43.67,31.2,47.24,100.0,0.0,25,1,1,,1
주식회사 한국교량개발연구소,한국건설기술연구원,67.39,93.6,47.24,100.0,33.33,25,3,1,,1
주식회사 한국도시녹화; 국립공주대학교,한국건설기술연구원,54.03,62.4,47.24,100.0,6.67,25,2,1,,1
주식회사 한국무역정보통신,한국전자통신연구원,72.1,100.0,47.24,100.0,35.29,50,10,2,,1
주식회사 한국무역정보통신,한국과학기술원,67.81,100.0,47.24,100.0,6.67,50,5,2,,1
주식회사 한국무역정보통신,한국과학기술원;브이아이소프트,57.03,62.4,47.24,100.0,10.0,50,2,2,,1
주식회사 한국무역정보통신,한국과학기술연구원,56.03,62.4,47.24,100.0,20.0,25,2,1,,1
주식회사 한국분체; 조선대학교,한국지질자원연구원,65.67,100.0,47.24,100.0,9.09,25,4,1,,1
주식회사 한글과컴퓨터,한글과컴퓨터; 한국과학기술원,49.67,31.2,47.24,100.0,40.0,25,1,1,,1
주식회사 한글과컴퓨터; 서울대학교,한국과학기술원,46.67,31.2,47.24,100.0,20.0,25,1,1,,1
주식회사 한빛향료; 강원대학교,한국과학기술연구원,66.14,93.6,47.24,100.0,25.0,25,3,1,,1
주식회사 한설그린,한국건설기술연구원,66.31,100.0,47.24,100.0,13.33,25,6,1,,1
주식회사 한컴인스페이스,한국전자통신연구원,64.39,93.6,47.24,100.0,13.33,25,3,1,,1
주식회사 한컴인스페이스,한국해양과학기술원;지엠티,44.89,31.2,47.24,100.0,8.11,25,1,1,,1
주식회사 한화,한국해양과학기술원,69.74,100.0,47.24,100.0,19.51,50,12,2,,1
주식회사 한화,유투메드텍; 울산과학기술원,44.67,31.2,47.24,100.0,6.67,25,1,1,,1
주식회사 한화,광주과학기술원,44.61,31.2,47.24,100.0,6.25,25,1,1,,1
주식회사 한화건설,한국기계연구원,65.39,93.6,47.24,100.0,20.0,25,3,1,,1
주식회사 해림후코이단; 국립순천대학교,한국원자력연구원,62.39,93.6,47.24,100.0,0.0,25,3,1,,1
주식회사 햅코리아; 가천대학교,한국해양과학기술원,54.9,62.4,47.24,100.0,12.5,25,2,1,,1
주식회사 허브구조엔지니어링; 숭실대학교,한국건설기술연구원,49.67,31.2,47.24,100.0,40.0,25,1,1,,1
주식회사 혜성정밀; 신라대학교,한국기계연구원,65.39,93.6,47.24,100.0,20.0,25,3,1,,1
주식회사 홀로웍스; 경북대학교,한국전자통신연구원,45.34,31.2,47.24,100.0,11.11,25,1,1,,1
주식회사 효원파워텍; 부산대학교,한국전기연구원,46.17,31.2,47.24,100.0,16.67,25,1,1,,1
주식회사 휴엔스; 울산과학대학교,한국에너지기술연구원,45.17,31.2,47.24,100.0,10.0,25,1,1,,1
주식회사경농,한국화학연구원,68.82,93.6,47.24,100.0,42.86,25,3,1,,1
주식회사경농,경농; 한국화학연구원,68.01,93.6,47.24,100.0,37.5,25,3,1,,1
주식회사고려이엔시; 주식회사 유탑엔지니어링; 국립목포대학교,한국건설기술연구원,53.03,62.4,47.24,100.0,0.0,25,2,1,,1
주식회사동일기술공사,한국건설기술연구원;동일기술공사; 서울특별시,63.39,93.6,47.24,100.0,6.67,25,3,1,,1
주식회사동일기술공사; 경희대학교,한국건설기술연구원,65.46,100.0,47.24,100.0,7.69,25,9,1,,1
주식회사머쉬텍; 가톨릭관동대학교,한국과학기술연구원; 농업법인이안,53.03,62.4,47.24,100.0,0.0,25,2,1,,1
주식회사머쉬텍; 가톨릭관동대학교,정지현; 한국식품연구원,46.17,31.2,47.24,100.0,16.67,25,1,1,,1
주식회사메디아나; 한라대학교,광주과학기술원,46.17,31.2,47.24,100.0,16.67,25,1,1,,1
주식회사씨에스텍; 조선대학교,한국식품연구원,45.81,31.2,47.24,100.0,14.29,25,1,1,,1
주식회사제우테크; 제주국제대학교,한국전기연구원,56.03,62.4,47.24,100.0,20.0,25,2,1,,1
주식회사케이베츠; 고려대학교,지오오션; 한국건설기술연구원,52.24,31.2,47.24,100.0,57.14,25,1,1,,1
주식회사케이베츠; 고려대학교,한국전력공사; 한국기계연구원,45.34,31.2,47.24,100.0,11.11,25,1,1,,1
주식회사화신,재단법인대구경북과학기술원,67.47,100.0,47.24,100.0,21.05,25,8,1,,1
주영철; 연세대학교 미래,한국과학기술원,43.67,31.2,47.24,100.0,0.0,25,1,1,,1
중부대학교,한국식품연구원;에코파낙스,62.39,93.6,47.24,100.0,0.0,25,3,1,,1
중부대학교,한국식품연구원,57.67,62.4,47.24,100.0,14.29,50,2,2,,1
중부대학교,한국건설기술연구원,46.4,31.2,47.24,100.0,18.18,25,1,1,,1
중부대학교,한국과학기술연구원,44.74,31.2,47.24,100.0,7.14,25,1,1,,1
중앙대학교,한국식품연구원,75.74,100.0,47.24,100.0,26.23,100,30,16,,1
중앙대학교,한국생명공학연구원,75.64,100.0,47.24,100.0,25.53,100,12,6,,1
중앙대학교,한국건설기술연구원,75.06,100.0,47.24,100.0,21.65,100,22,12,,1
중앙대학교,한국기계연구원,74.83,100.0,47.24,100.0,20.15,100,30,14,,1
중앙대학교,한국전기연구원,74.81,100.0,47.24,100.0,20.0,100,35,13,,1
중앙대학교,한국과학기술연구원,74.76,100.0,47.24,100.0,19.7,100,41,23,,1
중앙대학교,한국전자통신연구원,74.73,100.0,47.24,100.0,19.5,100,99,39,,1
중앙대학교,한국과학기술원,74.72,100.0,47.24,100.0,19.43,100,87,44,,1
중앙대학교,재단법인대구경북과학기술원,74.69,100.0,47.24,100.0,19.18,100,33,18,,1
중앙대학교,울산과학기술원,74.66,100.0,47.24,100.0,19.02,100,33,22,,1
중앙대학교,한국화학연구원,74.13,100.0,47.24,100.0,15.5,100,25,14,,1
중앙대학교,광주과학기술원,74.12,100.0,47.24,100.0,15.38,100,15,8,,1
중앙대학교,한국에너지기술연구원,74.09,100.0,47.24,100.0,15.19,100,14,8,,1
중앙대학교,한국표준과학연구원,73.84,100.0,47.24,100.0,13.51,100,9,4,,1
중앙대학교,한국원자력연구원,72.8,100.0,47.24,100.0,6.58,100,9,7,,1
중앙대학교,한국지질자원연구원,72.52,100.0,47.24,100.0,21.43,75,5,3,,1
중앙대학교,한국해양과학기술원,71.52,100.0,47.24,100.0,14.71,75,5,3,,1
중앙대학교,국방과학연구소; 한국과학기술원,68.17,100.0,47.24,100.0,9.09,50,4,2,,1
중앙대학교,엔이에스바이오테크놀러지; 한국생명공학연구원,66.85,93.6,47.24,100.0,13.04,50,3,2,,1
중앙대학교,인텍에프에이; 광주과학기술원,66.14,93.6,47.24,100.0,25.0,25,3,1,,1
중앙대학교,아모레퍼시픽; 울산과학기술원,63.54,93.6,47.24,100.0,7.69,25,3,1,,1
중앙대학교,씨티케이; 한국과학기술원,62.39,93.6,47.24,100.0,0.0,25,3,1,,1
중앙대학교,엘지전자; 광주과학기술원,60.53,62.4,47.24,100.0,50.0,25,2,1,,1
중앙대학교,유진엠에스; 재단법인대구경북과학기술원,58.48,62.4,47.24,100.0,36.36,25,2,1,,1
중앙대학교,에스케이하이닉스; 한국과학기술원,58.03,62.4,47.24,100.0,33.33,25,2,1,,1
중앙대학교,삼성전자; 한국과학기술원,57.4,62.4,47.24,100.0,12.5,50,2,2,,1
중앙대학교,한전케이디엔; 광주과학기술원,56.36,62.4,47.24,100.0,22.22,25,2,1,,1
중앙대학교,한국전자통신연구원; 한국과학기술원,54.9,62.4,47.24,100.0,12.5,25,2,1,,1
중앙대학교,한국과학기술원; 카나비스메디칼,54.7,62.4,47.24,100.0,11.11,25,2,1,,1
중앙대학교,한국과학기술연구원;새론테크놀로지,54.53,62.4,47.24,100.0,10.0,25,2,1,,1
중앙대학교,한국과학기술연구원; 대정화금,54.03,62.4,47.24,100.0,6.67,25,2,1,,1
중앙대학교,엘아이지넥스원; 한국과학기술원,53.03,62.4,47.24,100.0,0.0,25,2,1,,1
중앙대학교,한국과학기술원;디지탈이노텍,50.1,31.2,47.24,100.0,42.86,25,1,1,,1
중앙대학교,한국화학연구원; 효성오앤비,50.1,31.2,47.24,100.0,42.86,25,1,1,,1
중앙대학교,한국해양과학기술원;이커넥트,47.95,31.2,47.24,100.0,28.57,25,1,1,,1
중앙대학교,한국건설기술연구원;휴앤텍,47.42,31.2,47.24,100.0,25.0,25,1,1,,1
중앙대학교,쿼드메디슨,47.0,31.2,47.24,100.0,22.22,25,1,1,,1
중앙대학교,기초과학연구원; 울산과학기술원,46.4,31.2,47.24,100.0,18.18,25,1,1,,1
중앙대학교,광주과학기술원; 한국과학기술원,46.17,31.2,47.24,100.0,16.67,25,1,1,,1
중앙대학교,한국건설기술연구원; 토웅이앤씨,45.81,31.2,47.24,100.0,14.29,25,1,1,,1
중앙대학교,멤레이; 한국과학기술원,45.54,31.2,47.24,100.0,12.5,25,1,1,,1
중앙대학교,삼성전기; 한국과학기술원,45.54,31.2,47.24,100.0,12.5,25,1,1,,1
중앙대학교,에스원; 한국과학기술원,45.34,31.2,47.24,100.0,11.11,25,1,1,,1
중앙대학교,센서위드유; 울산과학기술원,45.17,31.2,47.24,100.0,10.0,25,1,1,,1
중앙대학교,대한민국(농촌진흥청장); 한국식품연구원,44.92,31.2,47.24,100.0,8.33,25,1,1,,1
중앙대학교,알피오; 한국과학기술원; 대한민국(국립재활원장),43.67,31.2,47.24,100.0,0.0,25,1,1,,1
중앙대학교,엔사이드; 재단법인대구경북과학기술원,43.67,31.2,47.24,100.0,0.0,25,1,1,,1
중앙대학교,한국기계연구원; 재단법인 파동에너지 극한제어 연구단,43.67,31.2,47.24,100.0,0.0,25,1,1,,1
중앙인삼영농조합; 동양대학교,한국식품연구원;에코파낙스,46.48,31.2,47.24,100.0,18.75,25,1,1,,1
중원대학교,한국지질자원연구원,77.39,93.6,47.24,100.0,100.0,25,3,1,,1
중원대학교,한국과학기술원,70.98,100.0,47.24,100.0,27.78,50,6,2,,1
중원대학교,재단법인대구경북과학기술원,66.14,93.6,47.24,100.0,25.0,25,3,1,,1
중원대학교,한국전자통신연구원,46.17,31.2,47.24,100.0,16.67,25,1,1,,1
지에스건설 주식회사,한국건설기술연구원; 토웅이앤씨,67.64,100.0,47.24,100.0,22.22,25,4,1,,1
지에스건설 주식회사; 연세대학교,한국과학기술원,64.89,93.6,47.24,100.0,16.67,25,3,1,,1
지에스건설 주식회사; 연세대학교,한국건설기술연구원,58.03,62.4,47.24,100.0,33.33,25,2,1,,1
지에스건설 주식회사; 한양대학교,한국과학기술원,67.47,100.0,47.24,100.0,21.05,25,4,1,,1
지에스건설 주식회사; 한양대학교,한국건설기술연구원,64.79,93.6,47.24,100.0,16.0,25,3,1,,1
지에스건설 주식회사; 한양대학교,학교법인 동의학원,45.81,31.2,47.24,100.0,14.29,25,1,1,,1
지에스에너지 주식회사; 연세대학교,한국과학기술연구원,68.24,100.0,47.24,100.0,9.52,50,6,2,,1
지에스에너지 주식회사; 연세대학교,한국전기연구원,66.69,93.6,47.24,100.0,12.0,50,3,2,,1
지에스에너지 주식회사; 연세대학교,재단법인대구경북과학기술원,64.7,93.6,47.24,100.0,15.38,25,3,1,,1
지에스칼텍스 주식회사,울산과학기술원,65.53,62.4,47.24,100.0,83.33,25,2,1,,1
지에스칼텍스 주식회사; 서울대학교,한국화학연구원,47.42,31.2,47.24,100.0,25.0,25,1,1,,1
차의과학대학교,한국과학기술원,75.56,100.0,47.24,100.0,25.0,100,18,7,,1
차의과학대학교,한국과학기술연구원,72.31,100.0,47.24,100.0,20.0,75,6,3,,1
차의과학대학교,한국생명공학연구원,59.81,62.4,47.24,100.0,28.57,50,2,2,,1
차의과학대학교,재단법인대구경북과학기술원,59.28,62.4,47.24,100.0,25.0,50,2,2,,1
차의과학대학교,울산과학기술원,54.9,62.4,47.24,100.0,12.5,25,2,1,,1
차의과학대학교,한국과학기술연구원; 사회복지법인 삼성생명공익재단,44.92,31.2,47.24,100.0,8.33,25,1,1,,1
참엔지니어링(주),한국기계연구원,53.97,62.4,47.24,100.0,6.25,25,2,1,,1
참엔지니어링(주),한국과학기술원,44.67,31.2,47.24,100.0,6.67,25,1,1,,1
참엔지니어링(주); 울산과학기술원,한국기계연구원,43.67,31.2,47.24,100.0,0.0,25,1,1,,1
창명제어기술 (주); 고려대학교,한국과학기술원,53.03,62.4,47.24,100.0,0.0,25,2,1,,1
창명제어기술 (주); 고려대학교,한국기계연구원,47.42,31.2,47.24,100.0,25.0,25,1,1,,1
청강문화산업대학교,한국식품연구원,65.31,100.0,47.24,100.0,6.67,25,5,1,,1
청도농업대학,광주과학기술원,49.12,31.2,47.24,100.0,36.36,25,1,1,,1
청운대학교,한국과학기술원,49.67,31.2,47.24,100.0,40.0,25,1,1,,1
청운대학교,한국원자력연구원,45.17,31.2,47.24,100.0,10.0,25,1,1,,1
청주대학교,한국과학기술원,74.81,100.0,47.24,100.0,20.0,100,9,5,,1
청주대학교,한국에너지기술연구원,74.81,100.0,47.24,100.0,20.0,100,18,6,,1
청주대학교,한국전자통신연구원,71.45,100.0,47.24,100.0,14.29,75,4,3,,1
청주대학교,한국지질자원연구원,69.89,93.6,47.24,100.0,16.67,75,3,3,,1
청주대학교,한국과학기술연구원,69.81,100.0,47.24,100.0,20.0,50,4,2,,1
청주대학교,한국원자력연구원,66.89,93.6,47.24,100.0,13.33,50,3,2,,1
청주대학교,한국기계연구원,66.65,93.6,47.24,100.0,11.76,50,3,2,,1
청주대학교,한국과학기술원; 대한민국(국립재활원장),58.03,62.4,47.24,100.0,33.33,25,2,1,,1
청주대학교,한국과학기술연구원; 유럽 인바이런먼트 앤드 에너지 어소시에이션,56.78,62.4,47.24,100.0,25.0,25,2,1,,1
청주대학교,울산과학기술원,55.17,62.4,47.24,100.0,14.29,25,2,1,,1
청주대학교,한국건설기술연구원,49.67,31.2,47.24,100.0,40.0,25,1,1,,1
청주대학교,한국화학연구원,48.67,31.2,47.24,100.0,33.33,25,1,1,,1
충남대학교,한국건설기술연구원,75.66,100.0,47.24,100.0,25.7,100,33,15,,1
충남대학교,재단법인대구경북과학기술원,75.12,100.0,47.24,100.0,22.1,100,40,20,,1
충남대학교,한국표준과학연구원,74.81,100.0,47.24,100.0,20.0,100,17,4,,1
충남대학교,한국원자력연구원,74.68,100.0,47.24,100.0,19.11,100,37,20,,1
충남대학교,한국과학기술원,74.62,100.0,47.24,100.0,18.77,100,98,54,,1
충남대학교,한국과학기술연구원,74.5,100.0,47.24,100.0,17.95,100,48,26,,1
충남대학교,한국화학연구원,74.46,100.0,47.24,100.0,17.67,100,44,23,,1
충남대학교,한국기계연구원,74.4,100.0,47.24,100.0,17.26,100,50,25,,1
충남대학교,한국전기연구원,74.34,100.0,47.24,100.0,16.84,100,12,9,,1
충남대학교,한국생명공학연구원,74.31,100.0,47.24,100.0,16.67,100,13,8,,1
충남대학교,한국해양과학기술원,74.21,100.0,47.24,100.0,16.0,100,10,5,,1
충남대학교,울산과학기술원,74.12,100.0,47.24,100.0,15.38,100,26,14,,1
충남대학교,한국전자통신연구원,74.09,100.0,47.24,100.0,15.22,100,41,24,,1
충남대학교,한국식품연구원,74.06,100.0,47.24,100.0,15.0,100,35,14,,1
충남대학교,한국에너지기술연구원,73.95,100.0,47.24,100.0,14.29,100,41,19,,1
충남대학교,광주과학기술원,73.68,100.0,47.24,100.0,12.5,100,20,11,,1
충남대학교,한국지질자원연구원,70.81,100.0,47.24,100.0,10.0,75,10,3,,1
충남대학교,삼성전자; 한국과학기술원,66.81,100.0,47.24,100.0,0.0,50,4,2,,1
충남대학교,한국기계연구원; 재단법인대구경북과학기술원,66.81,100.0,47.24,100.0,0.0,50,4,2,,1
충남대학교,한국과학기술연구원; 대정화금,64.89,93.6,47.24,100.0,16.67,25,3,1,,1
충남대학교,아모레퍼시픽; 울산과학기술원,63.27,93.6,47.24,100.0,5.88,25,3,1,,1
충남대학교,한국과학기술원;씽크루트,62.39,93.6,47.24,100.0,0.0,25,3,1,,1
충남대학교,한국과학기술원;제네시스랩,62.39,93.6,47.24,100.0,0.0,25,3,1,,1
충남대학교,한국과학기술연구원; 한국토지주택공사,58.65,62.4,47.24,100.0,37.5,25,2,1,,1
충남대학교,대륙신소재;보령환경산업; 울산과학기술원,56.78,62.4,47.24,100.0,25.0,25,2,1,,1
충남대학교,한국원자력연구원; 한국수력원자력,56.78,62.4,47.24,100.0,25.0,25,2,1,,1
충남대학교,한국과학기술연구원;삼양사,56.03,62.4,47.24,100.0,20.0,25,2,1,,1
충남대학교,한국에너지기술연구원; 한국과학기술연구원,56.03,62.4,47.24,100.0,20.0,25,2,1,,1
충남대학교,한국과학기술원;카스,54.9,62.4,47.24,100.0,12.5,25,2,1,,1
충남대학교,울산과학기술원;마린이노베이션,54.18,62.4,47.24,100.0,7.69,25,2,1,,1
충남대학교,삼성에스디에스; 한국과학기술원,53.67,31.2,47.24,100.0,66.67,25,1,1,,1
충남대학교,광주과학기술원;지엠디바이오텍,49.67,31.2,47.24,100.0,40.0,25,1,1,,1
충남대학교,엠케이바이오텍,49.12,31.2,47.24,100.0,36.36,25,1,1,,1
충남대학교,씽크루트; 한국과학기술원,47.95,31.2,47.24,100.0,28.57,25,1,1,,1
충남대학교,한국과학기술원; 한국재료연구원,47.42,31.2,47.24,100.0,25.0,25,1,1,,1
충남대학교,"한국표준과학연구원; 버지니아 테크 인터렉추얼 프라퍼티스, 인크.",45.98,31.2,47.24,100.0,15.38,25,1,1,,1
충남대학교,한국식품연구원; 대한민국(농촌진흥청장),45.81,31.2,47.24,100.0,14.29,25,1,1,,1
충남대학교,대륙신소재; 울산과학기술원,45.54,31.2,47.24,100.0,12.5,25,1,1,,1
충남대학교,울산과학기술원; 국방과학연구소,45.34,31.2,47.24,100.0,11.11,25,1,1,,1
충남대학교,한국가스공사; 한국화학연구원,44.61,31.2,47.24,100.0,6.25,25,1,1,,1
충북대학교,한국기계연구원,76.45,100.0,47.24,100.0,30.95,100,10,6,,1
충북대학교,한국식품연구원,75.66,100.0,47.24,100.0,25.68,100,27,11,,1
충북대학교,한국해양과학기술원,75.16,100.0,47.24,100.0,22.35,100,19,10,,1
충북대학교,한국전기연구원,75.02,100.0,47.24,100.0,21.43,100,12,6,,1
충북대학교,한국과학기술연구원,74.95,100.0,47.24,100.0,20.95,100,44,26,,1
충북대학교,재단법인대구경북과학기술원,74.91,100.0,47.24,100.0,20.67,100,32,17,,1
충북대학교,한국지질자원연구원,74.73,100.0,47.24,100.0,19.44,100,14,7,,1
충북대학교,한국과학기술원,74.55,100.0,47.24,100.0,18.3,100,38,21,,1
충북대학교,한국전자통신연구원,74.52,100.0,47.24,100.0,18.1,100,64,34,,1
충북대학교,울산과학기술원,74.45,100.0,47.24,100.0,17.59,100,27,12,,1
충북대학교,한국건설기술연구원,74.38,100.0,47.24,100.0,17.14,100,31,9,,1
충북대학교,한국원자력연구원,74.24,100.0,47.24,100.0,16.22,100,8,4,,1
충북대학교,한국에너지기술연구원,74.04,100.0,47.24,100.0,14.86,100,20,13,,1
충북대학교,한국화학연구원,74.01,100.0,47.24,100.0,14.67,100,12,7,,1
충북대학교,한국생명공학연구원,73.88,100.0,47.24,100.0,13.79,100,13,7,,1
